Item,ER Suggestion,Label,New Label
6,Tag mit Freunden/Familie ausklingen lassen,dist,
1,Den Chef bitten die Frist zu ändern.,instr-supp,
3,ich rufe meine anderen Verwandten an und suche Zuflucht bei ihnen,social-supp,
9,Ich rede mit anderen Freunden,other,accept
7,wütenden Brief an Zuständige schicken,expr,
4,Verärgerung bei aussenstehenden Freunden Luft machen,expr,
7,"sich erkundigen, warum fehlendes Betriebsmittel nicht erwähnt wurde",info,
9,"Seine Trauer analysieren, nach Alternativen für gutes Wohlbefinden suchen.",other,reflect
8,Ich spreche mit der Familie über meine Sorgen und und um darüber lachen zu können.,social-supp,
7,mit dem Chef mitteilen,sitcon,
7,"Ich analysiere, ob ich früher handeln hätte können.",other,reflect
8,"ich bedauere kurzfristig, kranzgeworden zu sein",withdr,
4,Aerger in einem Spiel an den anderen auslassen,expr,
3,Ich werde mir der Sterblichkeit aller bewusst und lebe das beste Leben das ich kann,reapp,
7,aus Rache andere Betriebsmittel zerstören,expr,
4,Im Wissen sich angestrengt zu haben die Kritik als unwichtig abtun,suppress,
6,Kritik von Klient nicht überdenken,suppress,
4,Konfrontiere MitspielerInnen,info,
4,ich konfrontiere den Freund,info,
1,Mit Kollegen schimpfen,expr,
2,Ich betrinke mich am Flughafen und schlafe während des Flugs,subst-alc,
1,Den Kollegen anmotzen,expr,
7,Mit Kollegen darüber sprechen,social-supp,
1,Ich helfe ihm bei der Aufgabe,sitcon,
5,"Ich spreche mit den jüngeren Student/innen, da sie vielleicht nur überzeugt scheinen über ihre Studienerfahrung",info,
9,Freue andere Freunde,social-supp,
1,bewusst auf ihn böse sein,expr,
1,die Schuld auf den/die Kollegen/in schieben,expr,
4,Akzeptieren,other,accept
9,mit dem Kollegen Kontakt aufnahmen,other,accept
5,Spazieren gehen,relax,
4,"hinterfragen, warum sie so etwas sagt, in sie hineinversetzen",other,reflect
7,Umstrukturierung des Zeitplans in eine Variante die sich besser anfühlt,sitcon,
5,mit jemanden über meine Sorgen sprechen,social-supp,
4,trainieren,sitcon,
8,"sich jemandem anvertrauen, der helfen kann",instr-supp,
6,Ich verlasse mich auf die Worte meines Chefs.,reapp,
4,"Wenn es stimmt, besser werden",sitcon,
1,Bei Bedarf meinem Vorgesetzten die Situation schildern (und im Ernstfall),instr-supp,
7,Mit Kollegen darüber sprechen,social-supp,
4,Frustessen,eat-drink,
4,Gespräche von Mitspieler nicht beachten,suppress,
7,Dem Vorgesetzten die Situation erklären,sitcon,
7,In den Wald gehen,dist,
1,"Ich kläre ab, ob die Info sich ersetzen lässt",info,
8,"Ich erinnere mich daran, dass es keinen Grund zur Nervosität gibt",reapp,
9,nachfragen wieso nicht mehr,info,
3,Gemeinsame Freunde aufsuchen/anrufen,social-supp,
1,Ich helfe ihr bei den Aufgaben,sitcon,
6,Vielleicht hatte der Klient einen schlechten Tag/Woche/(Familien)Probleme,reapp,
6,Sport machen um sich abzureagieren,expr,
7,Schreibe/erwähne den Vorfall,sitcon,
6,kontaktiere den Klienten,info,
6,Trauer in Wut umwandeln,expr,
4,"Trainer fragen, ob du echt schlecht bist, (falls ja) & ihn bitten, ihnen zu sagen, dass du ein guter Spieler bist",instr-supp,
8,"Die Familie fragen, ob sie Essen mitbringen",instr-supp,
2,Ich mache es trotzdem =),other,accept
1,Ich lasse die Information einfach weg.,sitcon,
9,Den Kollegen einladen,sitcon,
1,mich auf positive Aspekte konzentrieren die wir schon erledigt haben,reapp,
1,"ich biete meinem Kollegen an, dass mir gemeinsam alles machen um die Aufgabe fertigzustellen",sitcon,
7,Schuld anderen zuschreiben,reapp,
3,in die Heimat fahren/Zug-/Flugticket buchen > Besuch + Nähe zu anderen Verwandten,sitcon,
8,jemanden um Hilfe bei der Organisation der Feier bitten,instr-supp,
1,Ich gebe die Teilarbeit weiter.,withdr,
1,Ich schreie ihn an,expr,
3,Ins Bett kuscheln,dist,
4,sich aussprechen,sitcon,
1,Information selbst einholen,sitcon,
7,Zeitplan aufholen,sitcon,
5,"Ich versuche mich dieser Performance-Angst zu stellen und in den Kursen herauszufinden, ob diese Annahme überhaupt stimmt",info,
1,Atemübungen gegen den Ärger,relax,
2,Ich suche Gründe für meine Flugangst,info,
8,Wohnung Zusammenräumen,sitcon,
7,ich spreche das fehlende Betriebsmittel in der Arbeit an.,sitcon,
8,"ich gebe eine Zeitangabe, die mir gut passt",sitcon,
6,Ich rede mit meinem Chef über meine Niedergeschlagenheit,expr,
6,Klient zur Rede stellen (welche Probleme?),info,
7,Versuchen zum Zeitplan aufzuholen,sitcon,
2,Etwas zur Ablenkung während des Fluges suchen (gute Musik z.B.),dist,
1,Ärger ignorieren & weitermachen,suppress,
3,Musik hoeren,dist,
3,Ich spreche mit nahestehenden Personen über das Ereignis,social-supp,
3,weinen,expr,
4,"Rede mit den Verantwortlichen darüber, dass es mich verletzt.",expr,
3,meine Eltern anrufen & erkundigen,info,
4,ich rede mit meinen Trainern,instr-supp,
6,"Spreche m. Klient, versuche deine Sicht u. Gründe zu verstehen",info,
2,ich arbeite an meiner Flugangst > pers. Weiterentwicklung,sitcon,
4,Ich suche ein klärendes Gespräch mit ihnen,sitcon,
2,An den Vertrag/übergeordnetes Ziel denken,reapp,
2,"Positivem Seiten des Vertrags/der Reise auflisten, rekapitulieren",reapp,
1,Einer Freundin davon erzählen.,social-supp,
6,"versuchen dem Glauben zu schenken, was der Chef zu mir gesagt hat",reapp,
4,Ich rede mit Freunden und Familie über meinen Frust.,expr,
4,"Ich gehe feiern, treffe mich mit Freunden, die mich aufmuntern",dist,
5,Ziele vor Augen halten & sich motivieren,reapp,
4,"Ich frage nach den Gründen der Mitspieler/innen, das zu behaupten und Verbesserungsvorschl.",info,
4,Freunden Ärger mitteilen,expr,
8,Ich bestelle anstatt selbst zu kochen,sitcon,
5,vertiefe mich in Arbeit,dist,
2,Schlaftabletten kaufen und den Flug durchschlafen,subst-med,
1,Sich selbst um die wichtige Information kümmern.,sitcon,
2,ich informiere mich über Methoden zur Angstbewältigung,info,
1,Ich arbeite seine Arbeit mit.,sitcon,
3,"Ich denke daran, dass sie im Krankenhaus gute Hilfe bekommen werden.",reapp,
8,"klar machen, dass man sie beim Streit rausschmeissen kann",sitcon,
5,best. Fähigkeiten trainieren,sitcon,
2,Sich Mut „antrinken“,subst-med,
