strategy text;item
Kommunikation & Kontakt mit jüngeren > Lernbereitschaft;5
Hinterfragen der eigenen Intention;5
Nur weil sie jünger sind als ich, heisst es nicht dass sie besser sind als ich;5
Ich werde den Stoff aufholen;5
Ich überzeuge mich davon, ob sie wirklich besser sind;5
Ich versuche sie zu vermeiden/ignorieren;5
Ich lern härter als alle anderen;5
Ich rede mit meinen Freunden, um mich aufzuheitern;5
Ich freunde mich mit KollegInnen an u. integriere mich.;5
Ich konzentriere mich auf mich selbst.;5
Ich erinnere mich an die Zeit vor meiner akademischen Abwesenheit.;5
Ich sage mir selbst, ich bin kompetent.;5
Ich lese ein Buch ü. Selbstwertsteigerung.;5
Ich sehe was ich ausserhalb des Studiums alles kann und schätze mein Leben;5
Ich verbringe möglichst wenig Zeit  an der Uni;5
Ich beweise ihnen, dass ich gut bin und gebe mir große Mühe;5
Ich baue mich ein & versuche meine Kollegen etwas näher kennenzulernen;5
Ich schätze meine Freizeit und Hobbies;5
Ich lasse mir von den Kollegen helfen, wenn sie sich besser auskennen.;5
Lernen;5
Nicht vergleichen;5
Mit ihnen gemeinsam lernen;5
Sie als Ressource statt Konkurrenten sehen;5
anfreunden;5
Gelassen bleiben - Uni ist nicht mein Leben;5
Freunde treffen;5
Kaffee trinken gehen;5
fluchen;5
Tief durchatmen;5
Spazieren gehen;5
Jemanden anrufen;5
Reflektieren;5
Situation rational betrachten;5
Schauen, dass es mir in allen anderen Lebensbereichen gut geht;5
Selbstbild positiv stärken;5
Sport;5
Spaß haben;5
Tanzen gehen;5
herausfinden, was mich interessiert & dem nachgehen;5
mit anderen über Konkurrenzgefühl sprechen;5
andere abwerten;5
Angst akzeptieren;5
mich mit anderen über Studis vernetzen & austauschen;5
Balance durch ausseruniversitäre Aktivitäten;5
mehr Lernen;5
Lerngruppen beitreten;5
sich nicht unterkriegen lassen;5
Lebenserfahrung als Vorteil nutzen;5
auf eigene Fähigkeiten vertrauen;5
mit den jüngeren Studenten in Kontakt treten und herausfinden, ob sie wirjlich besser sind;5
Ich spreche mit meiner Mom.;5
Ich stecke alles an Zeit ins Lernen.;5
Ich rede mir ein, dass es nicht so ist., Ich höre mir;5
Ich suche mir eine Lerngruppe zum gemeinsamen Arbeiten;5
Ich rufe mir in Erinnerung, dass ich selbst in ihrem Alter auch arrogant war;5
Ich suche mir alte Prüfungsfragen heraus, um die Anforderungen besser einschätzen zu können;5
Ich lerne einzelne Studenten besser kennen, um Vorurteile abzubauen;5
Ich vermeide Kontakt zu ihnen;5
Ich glaube an meine Fähigkeiten;5
Ich suche Freunde unter den Studierenden;5
Ich lerne daheim umso mehr;5
Ich erinnere mich an meine Berufserfahrung;5
Ich rede mir ein, dass dies nur die anfängliche Nervosität ist;5
Ich frage bei Freunden um Rat;5
Ich teile meine Sorgen;5
Ich breche das Studium wieder ab;5
Lernen;5
mit anderen etwas machen, denen es genauso geht;5
Die jüngeren ignorieren;5
mir selbst sagen dass ich das kann;5
ich lerne doppelt so viel;5
in konzentriere mich nur aufs Studium;5
ich minimiere meine Freizeit;5
ich treffe mich mit meinen gleichaltrigen Freunden;5
ich erinnere mich daran, dass ich mehr Erfahrungen habe, als die anderen, da ich älter bin;5
ich erinnere mich daran, dass man im Studium von Null anfängt;5
ich konzentriere mich auf meine Stärken;5
ich schließe Freundschaften mit meinen Studienkollegen;5
Ich versuche, mich auf mich selbst und auf meine eigenen Ziele/Leistungen zu konzentrieren;5
Ich mache mich auf die Suche nach Leuten, die an einer Lerngruppe interessiert sind.;5
Ich suche mir lieber Gleichgesinnte dann.;5
Ich probier mit ihnen zu reden und vielleicht einen Kompromiss zu finden.;5
Ich rede mit ihnen vielleicht wirken sie ja nur so.;5
Ich beobachte sie und schau ob sie wirklich gut sind oder nur so tun;5
mehr lernen, um Rückstand aufzuholen;5
an bisherige Praxiserfahrung denken, die den anderen Studenten fehlt;5
Temporäre Natur des Problems vor Augen führen;5
an andere eigene positive Attribute denken;5
mich mit ihnen anfreunden;5
mit alten Freunden reden und Zeit verbringen;5
fleissiger lernen;5
die jüngeren Kollegen um Hilfe fragen;5
gemeinsam lernen;5
Wissen/Erfahrungen austauschen;5
Studium wechseln;5
Tutorien besuchen;5
Vertraue in meine eigenen Fähigkeiten.;5
Strenge mich an meine Ziele zu erreichen.;5
Vergleiche mich nicht mit anderen.;5
Gehe nach meinem Tempo vor.;5
Versuchen mit ihnen eine Lerngruppe zu bilden;5
Mich motivieren lassen vom jungen Geist;5
Bei zu grosser Verzweiflung sie um Hilfe fragen;5
Versuchen mitzuhalten und Informationsplattformen finden;5
Mit Freunden über meine Sorgen sprechen;5
Ich lerne mit ihnen zusammen;5
Ich setze mich richtig dahinter;5
Ich spreche viel mit ihnen;5
Ich spreche mit jemanden anderen darüber;5
sich auf Uni konzentrieren;5
viel Zeit für Uni investieren;5
Mit anderen, denen es genau so geht, reden;5
Denken, dass man mehr Lebenserfahrung hat, deswegen jüngeren voraus;5
Viel Lernen und gut für Prüfungen vorbereiten;5
mit Professoren darüber reden;5
„sie sind noch jung“;5
Notendurchschnitte anschauen;5
aufhören mich zu vergleichen;5
ich muss nicht die Beste sein;5
mir meine eigenen Fähigkeiten klar machen;5
mit Freunden reden;5
Ich versuche mir vor Augen zu führen, dass ich sehr wohl mit ihnen mithalten kann.;5
Ich werde sehr viel Zeit verwenden, um meine Nachteile durch lernen wieder auszugleichen.;5
Ich schaue mir Erfahrungsberichte von älteren Studenten an, die sehr erfolgreich studiert haben;5
Ich versuche diesen Gedanken zu ignorieren;5
Ich versuche mich daran zu erinnern, wie ich damals war, als ich angefangen hatte zu studieren.;5
Gut vorbereitet zu Veranstaltungen erscheinen;5
Sozialen Anschluss suchen um zusätzliches Level einschätzen zu können;5
Ausreichend und gut Schlaf > Vermeidung von Angstbedingtem Leistungsabfall;5
Abgleich des Selbstanspruchs: Ich muss ja nicht der Beste sein;5
Stressabbau (Sport, Lesen);5
Ich informier mich über Erfahrungen anderer älterer Studenten;5
Ich akzeptiere meine Defizite und versuche, sie auszugleichen;5
Ich lasse mich von Freunden & Verwandten bestärken/rede mit ihnen;5
Ich versuche es einfach und lass mir notfalls von ihnen helfen.;5
Ich umgebe mich mit Leuten mit „meinem“ Wissenstand.;5
Ich schaue, was ich verpasst habe und versuche so gut es geht aufzuholen.;5
Ich schwimme einfach so mit.;5
Ich wiederhole notfalls das Jahr.;5
Ich frage meine alten Kommiliton/innen wie es ihnen geht;5
Ich versuche mich in Lerngruppen einzubringen;5
Ich besuche alle Vorlesungen und lerne mit;5
Ich spreche mit Freunden/Verwandten um mich zu ermutigen;5
Ich spreche mit den jüngeren Student/innen, da sie vielleicht nur überzeugt scheinen über ihre Studienerfahrung;5
Ich versuche trotz der Angst nicht nur zu lernen, sondern auch ein Sozialleben zu haben;5
ich höre wieder auf zu studieren & gehe arbeiten;5
ich höre auf zu studieren & gönne mir weiterhin Auszeit;5
ich besteche meine Mitschüler mit Alkohol :);5
ich versuche mich, bei meinen Mitschülern einzubringen;5
ich gebe mir selbst Motivation, alleine durchzustarten;5
nach längerer Überlegung motiviert mit die Selbstsicherheit meiner Mitschüler;5
ich tagträume, wie schön die Auszeit war;5
Versuche mein bestes zu geben;5
mit Vertrauten über Angst reden;5
mehr Zeit investieren;5
mehr über Mitstudierende herausfinden;5
damit abfinden;5
mich nicht mit anderen vergleichen;5
öfter entspannen;5
nachdenken über Vorteile meiner Erfahrung;5
Mir eine Lerngruppe suchen.;5
Mir meine eigenen Fähigkeiten in Erinnerung rufen.;5
Mich von meiner Familie beraten lassen.;5
Mir bei der psych. Studierendenberatung helfen lassen.;5
Versuchen es mit mehr Lernen zu kompensieren.;5
Mir in Erinnerung rufen, dass Wahrnehmung und Realität oft voneinander abweichen.;5
In den Fächern wo ich unsicher bin Hilfe suchen.;5
Versuchen an Altfragen und. andere Infos zu kommen.;5
mehr lernen als die anderen;5
Hilfe suchen;5
Altersunterschied ignorieren;5
in alle Lehrveranstaltungen gehen;5
Studium abbrechen;5
gleichaltrige finden;5
mehr lernen um mitzuhalten;5
einsehen, dass auch sie ihre Schwächen haben;5
Nachhilfe gehen;5
mit Studenten anfreunden und „Gefahr“ besser einschätzen;5
Universität verlassen;5
Therapie gehen um Angst zu behandeln;5
einem selbst Mut zusprechen, dass man es schafft;5
anderes Studium wählen;5
ich nutze meine Lebenserfahrung als Ausgleich;5
ich vertraue auf meine Fähigkeiten;5
ich versichere mir selbst, das auch packen zu können;5
ich übe um gleich gut zu sein wie die anderen Student/innen;5
ich spreche mit Freunden über meine Angst;5
ich hole mir Rat von meiner Mutter;5
ich mache eine Soll/Haben Liste;5
ich beruhige mich;5
nahezu jede Vorlesung besuchen & mitschreiben;5
versuchen Lerngruppen zu bilden;5
schon von Anfang einen Zeitplan aufstellen;5
der Sache entspannt entgegen seh & schauen was kommt;5
Dir bewusst machen, dass sie vermutlich auch Angst haben;5
Zum Therapeuten gehen;5
Extra viel lernen;5
Bewusst machen, dass sich vergleichen nichts bringt;5
Bewusst machen, dass man mehr Erfahrung hat;5
Zu den jungen Studenten Kontakt aufbauen & mit ihnen reden;5
Klar machen, dass alle die selben Ängste haben;5
Den Konkurrenz Gedanken nicht als Voll zu nehmen & nicht im Vergleich zu setzen.;5
Die Ängste mit FreundInnen zu bereden.;5
Ich spreche mit Menschen, die in der gleichen Situation sind, wie ich;5
Ich nehme das Konkurrenzverhalten nicht ernst, schliesslich studiere ich für mich!;5
Ich erinnere mich daran, dass ich in meiner Auszeit viele andere Erfahrungen sammeln konnte;5
Ich spreche mit Freunden/Familie über meine Ängste.;5
Ich spreche mit meinen jüngeren KollegInnen, vielleicht lerne ich von ihnen.;5
Ich sehe dies als Ansporn, mich in das Studium reinzuhängen.;5
Ich versuche mich nicht weiter zu vergleichen;5
Ziehe es durch, lerne extrem viel > Gute Noten;5
Breche Studium ab;5
Freunde m. an, versuche wie die anderen zu sein (u. so zu fühlen);5
Halte m. vor Augen, was ich im Ggstz. (zu jüngeren) schon geleistet habe;5
„Ihnen hat noch niemand Ggenteil bewiesen (bzgl. Fähigkeiten);5
Self-handicapping;5
baue Kontakt zu Mitstudenten auf;5
lerne sehr viel damit ich mithalten kann;5
rufe meine beste Freundin an;5
lass mich durch die Angst motivieren;5
breche das Studium wieder ab;5
nehme angstlösenden Medikamente;5
rede mit Professoren;5
schau mir einen netten Film an;5
geh shoppen;5
geh gut essen;5
halte mir mein Ziel vor Augen;5
Freunde finden und herausfinden, ob Angst berechtigt;5
Mehr lernen und Fähigkeit ausbauen;5
Mit einem Prof. über die Anforderungen sprechen;5
Kolleg/innen direkt ansprechen;5
Einfach auf sich zukommen lassen;5
KollegInnen um Hilfe/Rat bitten;5
Universität wieder verlassen;5
Studium wechseln;5
Langsamer studieren, Zeit lassen;5
Nachhilfe;5
Ich verbessere meine Fähigkeiten;5
Ich frage nach wenn ich Hilfe benötige;5
Ich freunde mich mit ihnen an (so werde ich auch jung);5
Ich lasse die UNI bleiben;5
Ich warte ab und schau ob ich recht behalte;5
Ich investiere das Doppelte in eine Prüfung;5
Ich überzeuge mich selbst dass ich das schaffen kann;5
Ich rede mit Freunden darüber;5
Ich versuche Zuversicht in mich und meine Fähigkeiten zu haben.;5
Ich versuche es als Antrieb zu sehen, um noch härter zu arbeiten.;5
Ich versuche neue Leute kennenzulernen, denen es ähnlich geht.;5
Ich versuche mich auf mich selbst und meinen eigenen Erfolg zu konzentrieren.;5
Noch härter lernen;5
sich über bisher erworbene Fähigkeiten klar werden (Vorteil Berufserfahrung);5
Fokus nur auf sich selbst legen, andere ignorieren;5
Mit Kommilitonen darüber sprechen;5
auf eigene Stärken konzentrieren;5
bei anderen nach deren Fehlern suchen;5
Studium abbrechen, zurück in den Job;5
Lerngruppen beitreten;5
Wissen/Können raushängen lasen;5
Studenten in ähnlicher Situation zum reden suchen;5
mit Professoren Seen;5
Ich denke sie sind besser als ich;5
Ich arbeite mehr und konzentriere mich auf mich selbst;5
Ich rede mit Freunden;5
Ich versuche Anschluss zu finden;5
Ich denke, dass ich das schon hinbekommen werde, da ich sowas früher auch schon geschafft habe;5
Ich mache mir bewusst, dass mein Können nicht von meinem Alter abhängt;5
Ich spreche mit Freunden darüber;5
Ich bekämpfe meine Angst, indem ich mich gut vorbereite;5
Ich überzeuge mich selbst von meinen Fähigkeiten;5
Ich freunde mich mit Ihnen an um von ihnen zu lernen;5
Ich konzentriere mich nicht darauf, was andre tun;5
Ich vertraue auf mein eigenes Können;5
Ich freue mich darüber, dass d. nachfolgende Generation so selbstbewusst ist;5
Ich rede mit Leuten in ähnlichen Lagen;5
Ich frische meine Kenntnisse u. Fähigkeiten auf/Weiterbildung;5
Ich stärke mein Selbstbewusstsein durch andere Bereiche (z.B. Sport);5
Ich lasse d. ganzen ein wenig Zeit und betrachte d. Situation dann nochmal;5
Ich rede m d. jüngeren Studenten um sie u. ihre Fähigkeiten besser kennenzulernen;5
Ich frage sie, ob sie mir helfen können.;5
Ich frage Freunde um Rat die in einer ähnlichen Situation waren.;5
Ich suche mir zur Sicherheit Nachhilfe.;5
Ich versuche mich vorerst mit anderen Fähigkeiten (Qualitäten) in der Gruppe zu etablieren.;5
Ich spreche meine Sorge offen an.;5
ich gehe offen auf sie zu und lerne sie besser kennen;5
ich bin verunsichert und ziehe mich zurück;5
ich mache eine Liste mit Dingen, die ich gut gemeistert habe;5
ich rede mit meiner Mama darüber;5
Die Angst verfliegt mit der Zeit, alles eine Sache der Gewöhnung;5
Alter spielt keine Rolle;5
ich bin um nichts weniger wert, nur weil andere Studenten etwas besser können;5
dafür bin ich in anderen Bereichen besser;5
Ich arbeite stärker an meinen VOs, dafür mache ich weniger;5
Ich versuche, Lerngruppen zu finden;5
Die Motivation der anderen auf mich abfärben lassen;5
Ich überlege, was meine Fähigkeiten sind (evtl. habe ich ganz andere durch die Auszeit erworben);5
Fokus auf Persönlich entwicklung und nicht Konkurrenz legen;5
mich nicht an anderen messen;5
Versuchen, Fähigkeiten anderer nicht wahrzunehmen;5
Sich klar sein, dass sich junge Studenten überschätzen;5
Anschluss suchen um sie besser kennen zu lernen;5
Selbst höhere Leistung aufbringen;5
Sich seiner eigenen Stärken bewusst machen;5
Über deren Naivität lustig machen;5
Alten Studienkollegen suche und mit ihnen reden;5
Neue Kontakte schliessen;5
Mehr Lernen;5
Lerngruppen beitreten;5
Mit den neuen Studenten Kontakt aufnehmen und vergleichen wie gravierend die Unterschiede wirklich sind;5
Sich der eigenen Stärken/Fertigkeiten bewusst werden;5
Studium abbrechen;5
Anstrengen um Fähigkeiten zu verbessern;5
andere StudentInnen um Hilfe bitten;5
Nach Tipps ragen;5
Auf mich selbst konzentrieren;5
Nicht an anderen orientieren;5
das Bestmögliche herausholen;5
Einen strukturierten Lernplan erstellen;5
Aufhören;5
Arbeiten gehen;5
Anderes Studium suchen;5
Sich selbst versichern, dass man genauso gut ist;5
Unterstützung bei Familie & Freunden suchen;5
Nicht auf eigene negative Gedanken hören;5
Schätzen, dass man schon mehr Erfahrung hat & deswegen geeignet ist;5
Ziel vor Augen halten;5
So positiv wie möglich denken;5
Ich mache mir bewusst dass ich genauso viel kann;5
Ich lasse die Gedanken zu um sie dann logisch zu verarbeiten;5
Ich vergleiche mein Können bevor ich vorschnell urteile;5
Ich meditiere um Frieden zu finden;5
Ich lerne/übe mehr als davor;5
Ich berufe mich auf meine Erfahrung;5
Ich halte mir mein Können vor Augen & versuche mein Selbstbewusstsein wieder zu stärken;5
Ich breche die Uni ab;5
Ich freunde mich mit Ihnen an u. erkenne schon bald dass viele genauso unsicher sind;5
Ich arbeite u. kerne noch mehr;5
Ich lerne extra viel, um mithalten zu können.;5
Ich baue auf meine Kompetenzen, dass ich es schaffe.;5
Ich *** zu, ob sie wirklich so gut sind.;5
Daran lasse ich mich nicht beeindrucken.;5
Ich spreche mit einer Vertrauten Person über die Angst.;5
Ich nehme Medikamente, die mich beruhigen.;5
auf eigenes können konzentrieren;5
weniger LVs besuchen, diese jedoch intensiv.;5
mehr lernen, aber auch mal ausgehen;5
Kontakt zu diesen Studenten suchen, mit ihnen lernen;5
diese bei Fragen kontaktieren;5
sich selbst aufwerten (mehr Erfahrung etc.);5
jüngere Studierende abwerten, schlecht machen;5
Fähigkeiten d. anderen ignorieren;5
Für sich selbst das Beste geben;5
Mitstudierende bitten, Lerngruppen zu bilden;5
Studium aus Angst wieder sein lassen;5
Mitstudierenden aus dem Weg gehen > keine Vergleiche möglich;5
sich selbst nicht mit den anderen vergleichen;5
Eine Studienberatung aufsuchen;5
Herausfinden wie Realistisch meine Angst ist;5
Die jüngeren Studenten fragen, ob man gemeinsam lernen kann;5
Freunde aus höheren Semestern fragen, ob sie helfen können;5
sich einen realistischen Überblick über den Stoff machen;5
Einen Zeitplan/Lernplan machen;5
sich beimLernen mehr anstrengen;5
sich nach dem Lernen Auszeit gönnen & sich ablenken;5
Ich suche mir Gleichaltrige;5
Ich denke daran, dass ich das Studium für mich mache;5
Ich halte mir vor Augen, dass das Studium interessant ist;5
Ich rede mit einer guten Freundin darüber;5
Ich gehe stattdessen arbeiten;5
Ich lerne mehr;5
Ich frage die Jüngeren, ob sie wirklich so überzeugt sind;5
Ich lerne Entspannungstechniken;5
Ich stärke mein Selbstbewusstsein durch diverse Methoden;5
Ich rede mit einem Psychologen;5
Ich versuche mich gründlich in das Material einzulesen.;5
Ich versuche, mit den anderen StudentInnen eine Lerngruppe zu bilden.;5
Ich spreche mit Freunden und Familie über meine Unsicherheiten.;5
Ich rede mir gut zu, dass ich dafür schon mehr Lebenserfahrung habe.;5
Ich versuche mich nicht mit anderen zu messen.;5
Ich spreche mit jemanden in einer ähnlichen Situation über meine Angst.;5
Ich nehme mir nicht zu viel vor, um langsam sich langsam an den Studentenallt. zu gewöhnen.;5
Ich mache mir bewusst, dass ich trotz der Auszeit mehr Erfahrung mit dem Studieren habe.;5
Ich lerne und absolviere Prüfungen, um mir zu beweisen, dass ich die nötigen Fähigkeiten habe.;5
Ich denke an de Erfolge, die ich im Studium bereits erzielt habe.;5
Mehr lernen;5
Viel Fragen;5
Geheim halten wie alt man ist;5
Soziale Kontakte meiden;5
Alles geben um der Beste zu sein;5
Bei Freunden darüber auslassen;5
Familie das Problem schildern;5
Videos zum Stoff schauen;5
Bücher lesen;5
Ich rede mir ein, dass ich wertvolle Erfahrungen in meiner Auszeit gesammelt habe, die ihnen noch fehlen;5
Ich bin realistisch, wir sind alle am gleichen Punkt & wissen/können gleich viel;5
Ich konzentriere mich auf meine eigenen Leistungen;5
Ich rede mit Freunden/Familie darüber & frage, ob sie ähnliche Erfahrungen gemacht haben;5
Ich vergleiche mich mit mir selbst (frühere Version von mir), nicht mit anderen;5
Ich verwerfe mein Studium;5
Ich arbeite härter als alle und zeige es ihnen;5
Ich versuche meine Erwartungen an mich selbst herunterzuschrauben;5
Ich warte ab, ob meine Angst überhaupt begründet ist;5
Ich erinnere mich an frühere Erfolge und mache mir damit Mut;5
Ich versuche mich von ihrem Drive anstecken zu lassen;5
Ich hole mir Tipps wie ich auf ihr Level komme;5
Ich freunde mich mit Ich lerne meine Mitstudentinnen kennen und bemerke, dass ich womöglich schon Mithalten kann;5
Ich suche mir Hilfe mit dem Stoff bei meinen Mitstudentinnen;5
Ich lerne noch mehr;5
Ich probiere das erste Semester einfach mal aus und gebe mein Bestes, dann schaue ich ob ich das alles Schaffen kann;5
Ich suche das Gespräch mit einem mir bekannten Professor;5
Ich versuche die nächsten Prüfungen so gut es geht zu schreiben;5
mich mit den jüngeren Studierenden austauschen den (von mir geglaubten) Unterschied festzustellen;5
mehr Zeit und Energie in die Vor- und Nachbereitung der VO investieren;5
ich versuche, mich zu beruhigen und die Angst auszublenden;5
versuchen, nicht darüber nachzudenken;5
Ich versuche mich dieser Performance-Angst zu stellen und in den Kursen herauszufinden, ob diese Annahme überhaupt stimmt;5
Ich stärke mir selbst den Rücken, indem ich Argumente finde, die für mich und meine Leistung sprechen;5
Ich gehe in die Sprechstunde eines Profs;5
wenn die Angst zu gross wird, spreche ich mit dem/der Uni-Psychologe/in;5
Ich gebe der Situation eine Chance und suche Kontakt unter den jüngeren StudentInnen;5
umso mehr lernen;5
mir zusichern, dass ich es schaffen kann;5
Alternativen überlegen sollte ich es nicht schaffen;5
es auf mich zukommen lassen;5
mit jemanden über meine Sorgen sprechen;5
Anschluss suchen/finden;5
über Vorteile des höheren Alters bewusst werden;5
über mehr Lebenserfahrung bewusst werden;5
gezielt Kontakt zu Studenten suchen;5
mich von eigenen Fähigkeiten überzeugen;5
viel lernen;5
Selbstwertgefühl stärken;5
mit Mitstudierenden darüber sprechen;5
mit Freunden/Familie darüber sprechen;5
Studium abbrechen;5
Nachhilfe/Tutorien besuchen;5
Psychotherapie machen;5
beten;5
die anderen beleidigen & runtermachen;5
bisherige Erfolge vor Augen halten;5
ich Strategien der anderen anschauen;5
Ziele vor Augen halten & sich motivieren;5
sich selbst sagen, dass man mehr Erfahrung hat;5
hart lernen/arbeiten;5
allen Vorlesungen aufmerksam zuhören;5
Ängste anderen mitteilen;5
einreden nur weil andere jünger sind, sind sie nicht gleich besser;5
in Lerngruppe gehen;5
Freundschaften in Uni knüpfen;5
selbstbewusst auftreten;5
Ich versuche mich mit meinen Mitstudierenden anzufreunden.;5
Ich hole mir Hilfe in bestimmten Fächern um meine Fähigkeiten zu verbessern.;5
Ich frage Professoren nach Tipps in Sachen Literatur, Lernen etc.;5
Ich spreche mit jemand aussenstehendes über die Situation;5
Ich konzentriere mich mehr auf das Studium und lerne fleissig mit;5
Ich versuche mir genügend Zeit zu nehmen für Prüfungen zu lernen.;5
sich an frühere Erfolge erinnern;5
sich an „schlaue“ Gruppe anschliessen und „aufholen“;5
sich klarmachen, dass man nicht der Beste sein muss;5
Ich gebe mein Bestes & schaue wohin es führt;5
Ich wende mich an die jüngeren um Hilfe einzuholen;5
Ich höre auf zu studieren;5
Ich wechsle das Studium;5
Ich wechsle die Universität;5
Ich hole mir bei Freunden & Familie Rat ein;5
Ich versuche alles aufzuholen & lerne mehr als die jüngeren Studenten;5
Ich versuche es zu vergessen.;6
Ich suche den Klient auf und frage nach dem Grund.;6
Ich bringe noch bessere Leistungen.;6
Ich mache Sport.;6
Ich kündige.;6
Ich rede mit einem Kollegen darüber.;6
Ich versuche den Grund selbst herauszufinden.;6
Ich esse etwas.;6
versuchen dem Glauben zu schenken, was der Chef zu mir gesagt hat;6
dem Klient die Meinung sagen;6
sich bei den Kollegen ueber den Klient beschweren;6
Therapeuten/Coach suchen;6
Mit Freunden/Familie darueber sprechen;6
Schokoladen essen;6
Mir sagen, dass es nicht an mir liegt;6
Mich ablenken m. Hobbies;6
Etwas positives an der Situation suchen;6
Mir versichern, dass es jedem passieren koennte;6
Auf mich achten;6
Wenn es nicht besser wird, nochmal ansprechen;6
Dem Chef glauben schenken;6
Meine Leistung nicht von einer einzelnen Person werten lassen;6
Habe Schwierigkeiten mich basierend auf der Beschreibung in die Situation zu versetzen. Finde Aerger viel zu naheliegend.;6
mit meinem Chef darueber reden/Reden!;6
Sport;6
Der Kunde hatte einen schlechten Tag;6
ich habe alles gegeben;6
einen Film schauen, Eis essen und jammern;6
Situation analysieren, versuchen objektiv zu betrachten;6
ist anderen vor mir auch schon passiert;6
muss Klienten nicht so schnell wiedersehen ;6
Ich reflektiere meine Arbeit, denke an moegliche Fehler, v.a. aber was ich gut gemacht habe.;6
Ich rede mit dem Klient und erfrage seine Unzufriedenheit.;6
Ich stuerze mich in ander Arbeit und sorge somit fuer Ablenkung.;6
Ich gehe einen Kaffee trinken, esse etwas, lese ein Buch.;6
Ich sage mir selbst, dass ich gute Arbeit geleist. ;6
Supervision machen (Gruppe - um auch v. anderen zu hoeren wie sie mit sowas umgehen);6
Chef fragen wie er mit solchen Situationen umgeht;6
Gespraeche mit Freunden/Partner;6
sich in Freizeit etw. Spassiges goennen;6
mit Hund spazieren;6
Thema reflektieren & damit abschliessen ;6
Ich rede nochmal mit dem Clienten;6
Ich rede mit anderen Klienten ueber meine Leistung;6
Ich suche mir einen anderen Job;6
Ich versichere mir, dass ich gut bin;6
Ich mache mir etwas zu essen und versuche es zu vergessen;6
Ich nehme mir eine Auszeit vom Job;6
Ich werde nur noch Klienten, die meine Zeit schaetzen annehmen/weiterbetreuen;6
Ich hole mir eine zweite Meinung v. Freunden;6
Ich frage den Klienten, warum er es mir nicht persoenlich sagt.;6
Ich erklaere dem Klienten, dass ich mit seinen Anforderungen mein Bestes gebe.;6
Ich bin wuetend und schrei meinen Klienten an.;6
Ich gebe ihn an eine andere Person ab.;6
Ich glaube meinem Chef, denn solange es ihm passt, brauche ich mir keine Sorgen zu machen;6
Ich fange an an mir selbst zu zweifeln  ;6
Es wird immer ungute Menschen geben, ich will meine (Frei)Zeit nicht mit Gedanken an sie verschwenden;6
meine höhere Instanz (Chef) ist zufrieden, das ist alles was zaehlen sollte;6
ich will es nicht persoenlich nehmen;6
naechstes Mal walze ich den Klient auf jmd anderen ab;6
naechstes Mal sage ich klipp & klar was Sache ist und diskutier nicht ewig mit ihm herum;6
ich bleibe sachlich;6
Den Kunden zur Rede stellen;6
Sport machen um sich abzureagieren;6
Musik hören;6
Darüber reden z.B. mit dem Chef;6
Alkohol;6
ich versuche mich von dem Kunden zu distanzieren;6
ich versuche nach vorne zu schauen;6
ich versuche mich auf die Aussage meines Chefs zu fokussieren;6
ich versuche es nicht persönlich zu nehmen;6
Ich rufe mir Erfolge in dem Bereich ins Gedächtnis;6
Ich analysiere, wo das Problem lag;6
Ich suche die Gründe der Unzufriedenheit in dem Kunden (in seiner Person);6
ich besinne mich auf die gute Arbeit, die ich geleistet habe;6
Die Meinung des Klienten versuchen zu verstehen;6
Meine eigene Leistung zu bewerten - habe ich mein Bestes gegeben?;6
Vielleicht hatte der Klient einen schlechten Tag/Woche/(Familien)Probleme;6
sich auf die Meinung des Chefs konzentrieren;6
Nach Ausbesserungsmöglichkeiten suchen;6
Sich verzeihen - man kann nicht immer 100 Prozent von sich geben (falls die Schuld wirklich bei mir lag);6
ich rufe alle mein Freunde an und hole mir emotionale Unterstützung von Ihnen;6
ich überlege was genau ich falsch gemacht habe und suche nach einer Lösung;6
ich konfrontiere den Klienten und frage ihn nach einer konstruktiven Kritik;6
ich erinnere mich daran, dass jeder Mensch seine eigene Probleme hat, die nicht unbedingt meine Schuld sind;6
ich versuche in Zukunft meine Leistung zu verbessern;6
Ich verwandle mit Hilfe von Alkohol meine Trauer in Wut.;6
Ich halte mir vor Augen, dass meine Leistung gut war.;6
versuchen, dem Chef zu glauben;6
an meinen Fähigkeiten zweifeln;6
in meine Fähigkeiten vertrauen & es vergessen;6
den Job wechseln;6
mit jemandem darüber reden;6
Ich bin gelassen, da ich weiß, dass ich mein Bestes gebe und versuche motiviert zu bleiben;6
Ich wende mich von dem Klienten ab und suche mir einen anderen;6
Ich frage meinen Chef, was er an meiner Stelle tun würde und versuche darauf ein gutes Konzept zu entwickeln;6
Ich führe ein entwaffnendes Gespräch mit dem Kleinen, um Missverständnisse aus dem Weg zu schaffen;6
Problem bei ihm suchen;6
von Chef nochmal hören, dass man gut ist;6
sich vergleichen mit anderen Leuten;6
jemand anderem den Klient geben;6
den Kleine für eine Zeit schauen lassen, was er ohne dich kann;6
sich darüber bei jemandem aufregen;6
Entspannungsmöglichkeiten nutzen;6
erstmal darüber schlafen;6
Personen, denen man geholfen hat ins Gedächtnis rufen;6
Ich trinke Alkohol;6
Ich esse ungesund um die Leere in mir zu füllen;6
Ich melde mich am nächsten Tag krank.;6
Ich versuche mehr über die Aussage des Klienten zu erfahren > wie kommuniziert er mit seiner Körpersprache?;6
Ich denke an die Worte meines Chefs.;6
